assignee,components,created,creator,description,fixVersions,issuetype,key,priority,reporter,resolution,resolution.date,status.description,status.name,subtask,summary,updated,versions,watches
Patrick D. Hunt,"[<JIRA Component: name='java client', id='12312381'>]",2011-12-22T00:30:25.000+0000,Patrick D. Hunt,There's a bug in ErrorResult and perhaps some of the other OpResult equals methods in multi.,"[<JIRA Version: name='3.4.3', id='12319288'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1338,Major,Patrick D. Hunt,Fixed,2012-02-06T10:16:09.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,class cast exceptions may be thrown by multi ErrorResult class (invalid equals),2012-02-06T10:58:03.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",1.0
Patrick D. Hunt,"[<JIRA Component: name='java client', id='12312381'>]",2011-12-21T23:24:38.000+0000,Patrick D. Hunt,"There's this in org.apache.zookeeper.ZooKeeper.multi(Iterable<Op>)

{noformat}
     * Executes multiple Zookeeper operations or none of them.  On success, a list of results is returned.
     * On failure, only a single exception is returned.  If you want more details, it may be preferable to
     * use the alternative form of this method that lets you pass a list into which individual results are
     * placed so that you can zero in on exactly which operation failed and why.
{noformat}

What is the ""alternate form of this method"" that's being referred to? Seems like we should add this functionality, or at the very least update the javadoc. (I don't think this is referring to Transaction, although the docs there are pretty thin)

","[<JIRA Version: name='3.4.3', id='12319288'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1336,Major,Patrick D. Hunt,Fixed,2012-02-06T08:58:00.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,"javadoc for multi is confusing, references functionality that doesn't seem to exist ",2012-02-06T10:58:04.000+0000,"[<JIRA Version: name='3.4.1', id='12318650'>]",1.0
Claus Ibsen,[],2011-12-20T16:31:37.000+0000,Claus Ibsen,"In Zookeeper 3.3.x you use log4j for logging, and the maven dep is

eg from 3.3.4
{code}
    <dependency>
      <groupId>log4j</groupId>
      <artifactId>log4j</artifactId>
      <version>1.2.15</version>
      <scope>compile</scope>
    </dependency>
{code}

Now in 3.4.0 or better you changed to use slf4j also/instead. The maven pom.xml now includes:
{code}
  <dependency>
      <groupId>org.slf4j</groupId>
      <artifactId>slf4j-api</artifactId>
      <version>1.6.1</version>
      <scope>compile</scope>
    </dependency>
    <dependency>
      <groupId>org.slf4j</groupId>
      <artifactId>slf4j-log4j12</artifactId>
      <version>1.6.1</version>
      <scope>compile</scope>
    </dependency>
    <dependency>
      <groupId>log4j</groupId>
      <artifactId>log4j</artifactId>
      <version>1.2.15</version>
      <scope>compile</scope>
    </dependency>
{code}

But the META-INF/MANIFEST.MF file in the distribution did not change to reflect this.

The 3.3.4 MANIFEST.MF, import packages
{code}
Import-Package: javax.management,org.apache.log4j,org.osgi.framework;v
 ersion=""[1.4,2.0)"",org.osgi.util.tracker;version=""[1.1,2.0)""
{code}

And the 3.4.1 MANIFEST.MF, import packages:
{code}
Import-Package: javax.management,org.apache.log4j,org.osgi.framework;v
 ersion=""[1.4,2.0)"",org.osgi.util.tracker;version=""[1.1,2.0)""
{code}

This makes using zookeeper 3.4.x in OSGi environments not possible, as we get NoClassDefFoundException for slf4j classes.","[<JIRA Version: name='3.4.6', id='12323310'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1334,Major,Claus Ibsen,Fixed,2012-12-19T08:05:11.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Zookeeper 3.4.x is not OSGi compliant - MANIFEST.MF is flawed,2014-10-08T15:55:46.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",12.0
Patrick D. Hunt,"[<JIRA Component: name='server', id='12312382'>]",2011-12-20T01:24:33.000+0000,Andrew McNair,"I think a NPE was created in the fix for https://issues.apache.org/jira/browse/ZOOKEEPER-1269

Looking in DataTree.processTxn(TxnHeader header, Record txn) it seems likely that if rc.err != Code.OK then rc.path will be null. 

I'm currently working on a minimal test case for the bug, I'll attach it to this issue when it's ready.

java.lang.NullPointerException
	at org.apache.zookeeper.server.persistence.FileTxnSnapLog.processTransaction(FileTxnSnapLog.java:203)
	at org.apache.zookeeper.server.persistence.FileTxnSnapLog.restore(FileTxnSnapLog.java:150)
	at org.apache.zookeeper.server.ZKDatabase.loadDataBase(ZKDatabase.java:223)
	at org.apache.zookeeper.server.quorum.QuorumPeer.loadDataBase(QuorumPeer.java:418)
	at org.apache.zookeeper.server.quorum.QuorumPeer.start(QuorumPeer.java:410)
	at org.apache.zookeeper.server.quorum.QuorumPeerMain.runFromConfig(QuorumPeerMain.java:151)
	at org.apache.zookeeper.server.quorum.QuorumPeerMain.initializeAndRun(QuorumPeerMain.java:111)
	at org.apache.zookeeper.server.quorum.QuorumPeerMain.main(QuorumPeerMain.java:78)


","[<JIRA Version: name='3.4.2', id='12319196'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1333,Blocker,Andrew McNair,Fixed,2011-12-21T20:40:04.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,NPE in FileTxnSnapLog when restarting a cluster,2011-12-29T23:46:54.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",7.0
,"[<JIRA Component: name='server', id='12312382'>]",2011-12-19T09:32:11.000+0000,amith,"Please check the below mentioned scenario:-

1. Configure 3 zookeeper servers in quorum
2. Start zk1 (F) and zk2(L) from a java client create a node(client connect to zk2)
3. Stop the zk2 (L) 
4. Start the zk3, Now FLE is successful but zookeeper-3 is not having the node created 

In step 4 Zookeeper-3 is getting a diff from the leader

2011-12-19 20:15:59,379 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@98] - Server environment:user.home=/root
2011-12-19 20:15:59,379 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@98] - Server environment:user.dir=/home/amith/OpenSrc/zookeeper/zookeeper3/bin
2011-12-19 20:15:59,381 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:ZooKeeperServer@168] - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir ../dataDir/version-2 snapdir ../dataDir/version-2
2011-12-19 20:15:59,382 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Follower@63] - FOLLOWING - LEADER ELECTION TOOK - 102
2011-12-19 20:15:59,403 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Learner@322] - Getting a diff from the leader 0x10000000a
2011-12-19 20:15:59,449 [myid:3] - WARN  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Learner@372] - Got zxid 0x10000000a expected 0x1
2011-12-19 20:15:59,450 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:FileTxnSnapLog@255] - Snapshotting: 10000000a

but in the diff all the required data is not obtained ...!

Here I think zookeeper-3 should get snapshot from leader and not Diff","[<JIRA Version: name='3.4.1', id='12318650'>]",Bug,ZOOKEEPER-1332,Major,amith,Duplicate,2011-12-19T12:03:11.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,Zookeeper data is not in sync with quorum in the mentioned scenario,2011-12-19T12:03:12.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",0.0
Andrew Ash,"[<JIRA Component: name='documentation', id='12312422'>]",2011-12-19T07:10:54.000+0000,Andrew Ash,Found this typo while reading docs.  Attaching SVN patch,"[<JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1331,Minor,Andrew Ash,Fixed,2011-12-28T00:39:41.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,Typo in docs: acheive -> achieve,2011-12-28T10:58:22.000+0000,"[<JIRA Version: name='3.2.2', id='12314335'>]",1.0
,"[<JIRA Component: name='server', id='12312382'>]",2011-12-19T05:21:12.000+0000,amith,"Have a cluster of 3 zookeepers
90 clients are connected to the server
leader got killed and started
the other 2 zookeeper started FLE and Leader was elected

But its taking nearly 10 sec for this server to server requests and saying ""ZooKeeperServer not running"" message..?

Why is this even after Leader election SERVER IS NOT RUNNING !!!!!!!!!!

2011-12-19 16:12:29,732 [myid:2] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2182:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2011-12-19 16:12:29,733 [myid:2] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2182:NIOServerCnxn@1000] - Closed socket connection for client /10.18.47.148:51965 (no session established for client)
2011-12-19 16:12:29,753 [myid:2] - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:QuorumPeer@747] - LEADING
2011-12-19 16:12:29,762 [myid:2] - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:Leader@58] - TCP NoDelay set to: true
2011-12-19 16:12:29,765 [myid:2] - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:ZooKeeperServer@168] - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir ../dataDir/version-2 snapdir ../dataDir/version-2
2011-12-19 16:12:29,766 [myid:2] - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:Leader@294] - LEADING - LEADER ELECTION TOOK - 4663
2011-12-19 16:12:29,776 [myid:2] - INFO  [QuorumPeer[myid=2]/0:0:0:0:0:0:0:0:2182:FileSnap@83] - Reading snapshot ../dataDir/version-2/snapshot.100013661
2011-12-19 16:12:29,831 [myid:2] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2182:NIOServerCnxnFactory@213] - Accepted socket connection from /10.18.47.148:51982
2011-12-19 16:12:29,831 [myid:2] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2182:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running
2011-12-19 16:12:29,832 [myid:2] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2182:NIOServerCnxn@1000] - Closed socket connection for client /10.18.47.148:51982 (no session established for client)
2011-12-19 16:12:29,884 [myid:2] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2182:NIOServerCnxnFactory@213] - Accepted socket connection from /10.18.47.148:51989
2011-12-19 16:12:29,884 [myid:2] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2182:NIOServerCnxn@354] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running",[],Bug,ZOOKEEPER-1330,Minor,amith,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,Zookeeper server not serving the client request even after completion of Leader election,2022-02-03T08:50:16.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",9.0
,"[<JIRA Component: name='recipes', id='12313246'>]",2011-12-16T00:04:48.000+0000,Evan McClure,"The lock recipe sorts sequenced children lexicographically.  When the sequence number wraps, a lexicographical comparison will always place 2147483648 ahead of -2147483649, place -2147483648 ahead of -2147483649, and place -1 ahead of -2.  Clearly, we want 2147483648 < -2147483649, -2147483649 < -2147483648, and -2 placed ahead of -1, since those sequence numbers were generated in that order.

I suggest that the sequence numbers be converted to unsigned numbers before being compared in the comparison functor that gets passed to qsort().

This leaves us with another issue.  When comparing unsigned sequence numbers, there is a slim chance that 4294967296 < 0.  So, I suggest that a fudge range be used, say, the number of nodes in the quorum * some fudge factor, in order to handle this comparison.

Please close this if I'm way off base here.",[],Bug,ZOOKEEPER-1329,Major,Evan McClure,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,Lock recipe sorts sequenced children incorrectly,2011-12-16T00:05:12.000+0000,"[<JIRA Version: name='3.3.3', id='12315482'>]",2.0
Harsh J,[],2011-12-13T04:25:33.000+0000,Benjamin Reed,there are still hadoop urls and references to zookeeper lists under the hadoop project in the sources.,"[<JIRA Version: name='3.4.3', id='12319288'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1327,Major,Benjamin Reed,Fixed,2012-02-06T09:17:43.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,there are still remnants of hadoop urls,2012-02-06T10:58:04.000+0000,[],2.0
Michi Mutsuzaki,"[<JIRA Component: name='c client', id='12312380'>]",2011-12-09T01:28:16.000+0000,Michi Mutsuzaki,"EAI_NODATA and EAI_ADDRFAMILY have been deprecated in FreeBSD. I'm getting this error:

src/zookeeper.c: In function `getaddrinfo_errno':
src/zookeeper.c:446: error: `EAI_NODATA' undeclared (first use in this function)
src/zookeeper.c:446: error: (Each undeclared identifier is reported only once
src/zookeeper.c:446: error: for each function it appears in.)
src/zookeeper.c: In function `getaddrs':
src/zookeeper.c:581: error: `EAI_ADDRFAMILY' undeclared (first use in this function)

I'll submit a patch.

--Michi","[<JIRA Version: name='3.4.2', id='12319196'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1323,Major,Michi Mutsuzaki,Fixed,2011-12-14T23:19:38.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,c client doesn't compile on freebsd,2011-12-29T23:46:53.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",1.0
Patrick D. Hunt,[],2011-12-06T03:06:10.000+0000,Jeremy Stribling,"I've been trying to update to ZK 3.4.0 and have had some issues where some data become inaccessible after adding a node to a cluster.  My use case is a bit strange (as explained before on this list) in that I try to grow the cluster dynamically by having an external program automatically restart Zookeeper servers in a controlled way whenever the list of participating ZK servers needs to change.  This used to work just fine in 3.3.3 (and before), so this represents a regression.

The scenario I see is this:

1) Start up a 1-server ZK cluster (the server has ZK ID 0).
2) A client connects to the server, and makes a bunch of znodes, in particular a znode called ""/membership"".
3) Shut down the cluster.
4) Bring up a 2-server ZK cluster, including the original server 0 with its existing data, and a new server with ZK ID 1.
5) Node 0 has the highest zxid and is elected leader.
6) A client connecting to server 1 tries to ""get /membership"" and gets back a -101 error code (no such znode).
7) The same client then tries to ""create /membership"" and gets back a -110 error code (znode already exists).
8) Clients connecting to server 0 can successfully ""get /membership"".

I will attach a tarball with debug logs for both servers, annotating where steps #1 and #4 happen.  You can see that the election involves a proposal for zxid 110 from server 0, but immediately following the election server 1 has these lines:

2011-12-05 17:18:48,308 9299 [QuorumPeer[myid=1]/127.0.0.1:2901] WARN org.apache.zookeeper.server.quorum.Learner  - Got zxid 0x100000001 expected 0x1
2011-12-05 17:18:48,313 9304 [SyncThread:1] INFO org.apache.zookeeper.server.persistence.FileTxnLog  - Creating new log file: log.100000001

Perhaps that's not relevant, but it struck me as odd.  At the end of server 1's log you can see a repeated cycle of getData->create->getData as the client tries to make sense of the inconsistent responses.

The other piece of information is that if I try to use the on-disk directories for either of the servers to start a new one-node ZK cluster, all the data are accessible.

I haven't tried writing a program outside of my application to reproduce this, but I can do it very easily with some of my app's tests if anyone needs more information.","[<JIRA Version: name='3.4.1', id='12318650'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1319,Blocker,Jeremy Stribling,Fixed,2011-12-09T19:09:12.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Missing data after restarting+expanding a cluster,2011-12-17T01:33:57.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",4.0
Henry Robinson,"[<JIRA Component: name='contrib-bindings', id='12312860'>]",2011-12-04T19:06:03.000+0000,Jim Fulton,"In Python binding, get_children (and get and exists, and probably others) with expired session doesn't raise exception properly.


>>> zookeeper.state(h)
-112
>>> zookeeper.get_children(h, '/')
Traceback (most recent call last):
  File ""<console>"", line 1, in <module>
SystemError: error return without exception set

Let me know if you'd like me to work on a patch.","[<JIRA Version: name='3.3.6', id='12320172'>, <JIRA Version: name='3.4.4', id='12319841'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1318,Major,Jim Fulton,Fixed,2012-05-10T01:54:51.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,"In Python binding, get_children (and get and exists, and probably others) with expired session doesn't raise exception properly",2012-05-11T11:00:44.000+0000,"[<JIRA Version: name='3.3.3', id='12315482'>]",5.0
Akira Kitada,"[<JIRA Component: name='c client', id='12312380'>]",2011-12-04T13:48:10.000+0000,Akira Kitada,"zookeeper_init does not check the return value of strdup(index_chroot).
When it returns NULL, it causes segfault when it try to strlen(zh->chroot).","[<JIRA Version: name='3.4.1', id='12318650'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1317,Minor,Akira Kitada,Fixed,2011-12-09T18:37:50.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,Possible segfault in zookeeper_init,2011-12-17T01:33:59.000+0000,"[<JIRA Version: name='3.3.3', id='12315482'>, <JIRA Version: name='3.4.0', id='12314469'>]",1.0
Akira Kitada,"[<JIRA Component: name='c client', id='12312380'>]",2011-12-04T13:34:33.000+0000,Akira Kitada,"zookeeper_init does not free strdup'ed memory when chroot is just '/'.
","[<JIRA Version: name='3.4.1', id='12318650'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1316,Minor,Akira Kitada,Fixed,2011-12-08T22:30:51.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,zookeeper_init leaks memory if chroot is just '/',2011-12-17T01:33:58.000+0000,"[<JIRA Version: name='3.3.3', id='12315482'>, <JIRA Version: name='3.4.0', id='12314469'>]",1.0
Akira Kitada,"[<JIRA Component: name='c client', id='12312380'>]",2011-12-04T10:31:17.000+0000,Akira Kitada,zookeeper_init always reports sessionPasswd=<hidden> even when it's empty.,"[<JIRA Version: name='3.4.1', id='12318650'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1315,Minor,Akira Kitada,Fixed,2011-12-09T00:21:55.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,zookeeper_init always reports sessionPasswd=<hidden>,2011-12-17T01:33:58.000+0000,"[<JIRA Version: name='3.3.4', id='12316276'>, <JIRA Version: name='3.4.0', id='12314469'>]",1.0
,[],2011-12-01T00:26:27.000+0000,Daniel Lord,"When a zookeeper client receives a Packet that is over the jute max buffer limit the behavior that is exposed to the callers of the zookeeper client is misleading.  When the packet length exceeds the max size an IOException is thrown.  This is caught and handled by the SendThread by cleaning up the current connection and enqueueing a Disconnected event.  The immediate caller of zookeeper sees this as a ConnectionLossException with a Disconnected event on the main Watcher.  This state transition is a bit misleading because under many circumstances as soon as the SyncConnected event is received retrying the same operation will succeed.  However, in this case it is likely that the zookeeper client will reconnect immediately and if the operation is retried the same jute max buffer limit exception will be thrown which will trigger another disconnect and reconnect.

It would be great if the exception was exposed to the caller of the zookeeper client some how so that a more appropriate action can be taken.  For instance, it might be appropriate to fail completely or to attempt to establish a new session.",[],Bug,ZOOKEEPER-1313,Major,Daniel Lord,,,The issue is open and ready for the assignee to start work on it.,Open,0.0,"Expose/create KeeperException for ""Packet len <x> is out of range!"" error when jute max buffer size is exceeded",2014-09-16T03:06:37.000+0000,[],3.0
Ivan Kelly,[],2011-11-30T18:04:06.000+0000,Ivan Kelly,"In http://repo1.maven.org/maven2/org/apache/zookeeper/zookeeper/3.4.0/ the test jar cannot be accessed by maven. 

There are two possible solutions to this. 
a) rename zookeeper-3.4.0-test.jar to zookeeper-3.4.0-tests.jar and remove zookeeper-3.4.0-test.pom*
With this, the maven can access the test jar with

{code}
     <dependency>
       <groupId>org.apache.zookeeper</groupId>
       <artifactId>zookeeper</artifactId>
       <version>3.4.0</version>
       <type>test-jar</type>
       <scope>test</scope>
     </dependency>
{code}

b) Alternatively, zookeeper test could be it's own submodule. To do this, it must be deployed in the following layout
{code}
./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.jar
./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.jar.md5
./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.jar.sha1
./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.pom
./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.pom.md5
./org/apache/zookeeper/zookeeper-test/3.4.0-BK-SNAPSHOT/zookeeper-test-3.4.0.pom.sha1
{code}

This can then be accessed by maven with
{code}
     <dependency>
       <groupId>org.apache.zookeeper</groupId>
       <artifactId>zookeeper-test</artifactId>
       <version>3.4.0</version>
       <scope>test</scope>
     </dependency>
{code}


I think a) is the better solution.
","[<JIRA Version: name='3.4.1', id='12318650'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1311,Blocker,Ivan Kelly,Fixed,2011-12-01T07:14:23.000+0000,"The issue is considered finished, the resolution is correct. Issues which are not closed can be reopened.",Closed,0.0,ZooKeeper test jar is broken,2011-12-17T01:33:58.000+0000,"[<JIRA Version: name='3.4.0', id='12314469'>]",1.0
Daniel Lord,"[<JIRA Component: name='java client', id='12312381'>]",2011-11-29T02:03:52.000+0000,Daniel Lord,"If there is an IOException thrown by the constructor of ClientCnxn then file handles are leaked because of the initialization of the Selector which is never closed.

    final Selector selector = Selector.open();

If there is an abnormal exit from the constructor then the Selector is not closed and file handles are leaked.  You can easily see this by setting the hosts string to garbage (""qwerty"", ""asdf"", etc.) and then try to open a new ZooKeeper connection.  I've observed the same behavior in production when there were DNS issues where the host names of the ensemble can no longer be resolved and the application servers quickly run out of handles attempting to (re)connect to zookeeper.","[<JIRA Version: name='3.3.5', id='12319081'>]",Bug,ZOOKEEPER-1309,Critical,Daniel Lord,Fixed,2012-02-27T00:32:13.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,Creating a new ZooKeeper client can leak file handles,2012-02-27T00:32:13.000+0000,"[<JIRA Version: name='3.3.4', id='12316276'>]",1.0
,"[<JIRA Component: name='recipes', id='12313246'>]",2011-11-24T13:43:45.000+0000,Mark Miller,"{code}
        public boolean execute() throws KeeperException, InterruptedException {
            do {
                if (id == null) {
                    long sessionId = zookeeper.getSessionId();
                    String prefix = ""x-"" + sessionId + ""-"";
                    // lets try look up the current ID if we failed 
                    // in the middle of creating the znode
                    findPrefixInChildren(prefix, zookeeper, dir);
                    idName = new ZNodeName(id);
                }
{code}

ZNodeName will throw an NPE if id is null.",[],Bug,ZOOKEEPER-1308,Minor,Mark Miller,Invalid,2011-11-24T13:48:24.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,Guaranteed NPE in WriteLock recipe,2011-11-24T13:48:24.000+0000,[],0.0
kavita sharma,"[<JIRA Component: name='java client', id='12312381'>]",2011-11-23T09:07:13.000+0000,amith,"use consoleClient (zkCli.sh) and issue setAcl /temp abc
[zk: XX.XX.XX.XX:XXXX(CONNECTED) 17] setAcl /temp abc
abc does not have the form scheme:id:perm
Exception in thread ""main"" org.apache.zookeeper.KeeperException$InvalidACLException: KeeperErrorCode = InvalidACL
        at org.apache.zookeeper.ZooKeeper.setACL(ZooKeeper.java:1172)
        at org.apache.zookeeper.ZooKeeperMain.processZKCmd(ZooKeeperMain.java:717)
        at org.apache.zookeeper.ZooKeeperMain.processCmd(ZooKeeperMain.java:582)
        at org.apache.zookeeper.ZooKeeperMain.executeLine(ZooKeeperMain.java:354)
        at org.apache.zookeeper.ZooKeeperMain.run(ZooKeeperMain.java:312)
        at org.apache.zookeeper.ZooKeeperMain.main(ZooKeeperMain.java:271)
linux-xxx:/zookeeper1/bin #

if any InvalidACLException is thrown then client is exiting.
client should be able to handle this kind of issues

","[<JIRA Version: name='3.4.4', id='12319841'>, <JIRA Version: name='3.5.0', id='12316644'>]",Bug,ZOOKEEPER-1307,Minor,amith,Fixed,2012-03-17T00:42:45.000+0000,"A resolution has been taken, and it is awaiting verification by reporter. From here issues are either reopened, or are closed.",Resolved,0.0,zkCli.sh is exiting when an Invalid ACL exception is thrown from setACL command through client,2012-04-23T17:17:37.000+0000,[],3.0
